,Quotes,Tags
1553,The privilege of a lifetime is being who you are.,Life
1554,Life is far too important a thing ever to talk seriously about.,Life
1555,I did not direct my life. I didn't design it. I never made decisions. Things always came up and made them for me. That's what life is.,Life
1556,I have begun to think of life as a series of ripples widening out from an original center.,Life
1557,My life is my message.,Life
1558,Not a shred of evidence exists in favor of the idea that life is serious.,Life
1559,Our entire life - consists ultimately in accepting ourselves as we are.,Life
1560,"What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds.",Life
1561,"Life is a tide; float on it. Go down with it and go up with it, but be detached. Then it is not difficult.",Life
1562,Each day is the scholar of yesterday.,Life
1563,"Life is a culmination of the past, an awareness of the present, an indication of a future beyond knowledge, the quality that gives a touch of divinity to matter.",Life
1564,Life is a work in progress.,Life
1565,Life does not cease to be funny when people die any more than it ceases to be serious when people laugh.,Life
1566,The most exhausting thing in life is being insincere.,Life
1567,Life is half spent before we know what it is.,Life
1568,The shoe that fits one person pinches another; there is no recipe for living that suits all cases.,Life
1569,"While we are postponing, life speeds by.",Life
1570,"Begin at once to live, and count each separate day as a separate life.",Life
1571,Life is a DNA software system.,Life
1572,You can preach a better sermon with your life than with your lips.,Life
1573,The hardest years in life are those between ten and seventy.,Life
1574,"In this world, with thy earthly life, thou art under heaven, stars, and elements, also under hell and devils; all ruleth in thee, and over thee.",Life
1575,I love life because what more is there?,Life
1576,"The Wine of Life keeps oozing drop by drop, The Leaves of Life keep falling one by one.",Life
1577,The whole secret of life is to be interested in one thing profoundly and in a thousand things well.,Life
1578,"If you love life, don't waste time, for time is what life is made up of.",Life
1579,"The main facts in human life are five: birth, food, sleep, love and death.",Life
1580,Remember when life's path is steep to keep your mind even.,Life
1581,"With the past, I have nothing to do; nor with the future. I live now.",Life
1582,What we play is life.,Life
1583,Beware the barrenness of a busy life.,Life
1584,Life itself is the most wonderful fairy tale.,Life
1585,"Life is not an exact science, it is an art.",Life
1586,"A man sooner or later discovers that he is the master-gardener of his soul, the director of his life.",Life
1587,"My formula for living is quite simple. I get up in the morning and I go to bed at night. In between, I occupy myself as best I can.",Life
1588,"I want to live my life, not record it.",Life
1589,The man who has no inner-life is a slave to his surroundings.,Life
1590,I am I plus my circumstances.,Life
1591,"The quality, not the longevity, of one's life is what is important.",Life
1592,To be able to look back upon one's past life with satisfaction is to live twice.,Life
1593,The best path through life is the highway.,Life
1594,Life is a moderately good play with a badly written third act.,Life
1595,To live is so startling it leaves little time for anything else.,Life
1596,To live is to think.,Life
1597,Life is made up of marble and mud.,Life
1598,Life is too short to work so hard.,Life
1599,Life leaps like a geyser for those who drill through the rock of inertia.,Life
1600,"A chain is no stronger than its weakest link, and life is after all a chain.",Life
1601,Life itself is the proper binge.,Life
1602,Life is largely a matter of expectation.,Life
1603,"If life had a second edition, how I would correct the proofs.",Life
1604,"To affect the quality of the day, that is the highest of arts.",Life
1605,No man is a failure who is enjoying life.,Life
1606,An aim in life is the only fortune worth finding.,Life
